"PUBLICO","VEICULO","ESTADO","MES","VALOR_FIPE","VALOR_SEGURO_VENDIDO"
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1189.19
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,949.74
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,976.08
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1104.23
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1002.21
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1161.3
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,996.16
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1101.51
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1202.74
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1259.79
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1030.86
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1218.51
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1138.99
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1085.09
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1101.97
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1233.93
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1160.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,998.41
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1055.52
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,970.81
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1139.64
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1301.69
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1095.88
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1297.03
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1263.42
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,849.55
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1292.18
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1252.48
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1289.5
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1034.35
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1038.18
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,964.11
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1229.22
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1166.75
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1117.56
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1209.59
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1020.54
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1094.27
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1380.09
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1158.71
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1102.96
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,975.18
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1105.62
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,964.94
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1121.19
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,908.25
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1013.31
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1155.33
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1035.79
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1197.48
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1282.48
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1057.96
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1251.62
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,982.25
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1126.26
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1142.15
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1278.32
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1081.72
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1048.8
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1198.55
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1002.24
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1203.08
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1387.58
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1446.24
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1034.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,977.94
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1170.34
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,847.83
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1174.41
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1001.16
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1116.72
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,997.39
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1084.6
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","SP",1,44244,1224.82
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2550.6
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1747.17
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2128.49
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2235.97
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2376.97
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2390.35
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1859.17
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2751.14
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2925.61
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2697.55
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2260.43
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2526.75
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2268.72
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2424.29
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2524.95
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2451.71
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2691.71
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2227.48
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2726.61
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2504.08
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2591.27
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2477.42
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2388.73
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1862.47
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2239.31
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2425.15
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2210.16
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2744.76
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2210.93
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2298.55
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2160.53
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2450.13
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2504.78
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2192.94
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2726.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2617.91
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2293.95
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2304.23
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2387.19
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2811.59
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2827.42
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2079.82
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2534.12
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2573.75
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2277.51
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2042.4
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1908.98
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2400.53
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2417.88
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2325.42
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2149.93
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2790.94
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2623.15
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1972.51
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2485.52
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2186.51
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2546.67
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2329.53
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2445.27
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2577.8
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2419.88
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2150.59
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2357.36
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2509.4
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2535.13
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2638.95
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2514.85
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2877.39
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2159.4
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2657.81
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2426.3
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2855.02
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2151.06
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2874.94
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2545.68
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2707.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2231.39
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2690.74
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1816.91
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2128.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1914.82
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2473.63
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2257.96
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2169.59
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2752.5
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2319.61
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2753.4
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2175.75
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2164.67
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2355.92
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2182.44
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2389.78
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,1855.18
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2685.22
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2471.68
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2299.86
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2271.81
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2303.46
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2684.28
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2637.29
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2361.57
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2066.81
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2152.73
"Feminino","NOVO KA S 1.0 TICVT FLEX 4P (2020/2020)","RJ",1,44244,2494.98
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1528.3
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1325.94
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1534.65
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1169.18
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1377.08
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1515.08
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1510.74
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1503.46
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1404.03
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1319.14
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1208.72
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1493.78
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1437.81
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1437.83
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1177.4
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1411.73
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1648.76
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1359.94
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1725.83
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1614.44
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1430.36
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1258.97
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1359.19
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1730.88
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1443.77
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1303.94
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1250.81
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1419.91
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1298.42
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1530.1
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1377.5
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1390.15
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1176.93
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1334.36
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1390.11
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1378.09
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1424.06
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1301.49
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1495.92
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1355.68
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1236.1
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1163.26
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1154.97
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1420.09
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1241.68
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1368.96
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1516.77
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1386.47
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1596.62
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1136.96
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1636.74
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1296.12
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1489.12
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1521.15
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1600.16
"Feminino","KWID LIFE 1.0 12V FLEX MANUAL 4P (2020/2020)","SP",1,34756,1407.85
